sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S045,T5_moved,9.2,adult/protocol/o.•#18,Adult,protocol,o.•,"If NOT able to adequately ventilate and oxygenate a patient with suspected opioid overdose, administer naloxone at the maximum end of the dose range.",1.0,poisoning/overdose/substance use disorder adult/protocol/o.•#20,"If NOT able to adequately ventilate and oxygenate a patient with suspected opioid overdose, administer naloxone at the maximum end of the dose range.",,,
S046,T5_moved,9.2,adult/protocol/o.•#20,Adult,protocol,o.•,Pulse oximetry may NOT be accurate for patients suffering from toxic inhalation.,1.0,poisoning/overdose/substance use disorder adult/protocol/o.•#23,Pulse oximetry may NOT be accurate for patients suffering from toxic inhalation.,,,
S047,T5_moved,9.2,adult/protocol/o.•#28,Adult,protocol,o.•,"For suspected isolated cyanide poisoning, see Smoke Inhalation 2.24P.",1.0,poisoning/overdose/substance use disorder pediatric/protocol/•#11,"For suspected isolated cyanide poisoning, see Smoke Inhalation 2.24P.",,,
S048,T5_moved,9.2,adult/protocol/o.•#33,Adult,protocol,o.•,"Beta Blocker and Calcium Channel Blocker, see Bradycardia Protocol 3.1P.",1.0,poisoning/overdose/substance use disorder pediatric/protocol/•#4,"Beta Blocker and Calcium Channel Blocker, see Bradycardia Protocol 3.1P.",,,
S049,T5_moved,9.2,adult/protocol/o.•#36,Adult,protocol,o.•,Sympathomimetic/Anticholinergic Stimulant:,1.0,poisoning/overdose/substance use disorder pediatric/protocol/•#7,Sympathomimetic/Anticholinergic Stimulant:,,,
S050,T5_moved,9.2,adult/protocol/o.•#17,Adult,protocol,o.•,"If able to adequately ventilate and oxygenate a patient with suspected opioid overdose, administer the lowest naloxone dose necessary to achieve spontaneous ventilation and oxygenation.",1.0,poisoning/overdose/substance use disorder adult/protocol/o.•#19,"If able to adequately ventilate and oxygenate a patient with suspected opioid overdose, administer the lowest naloxone dose necessary to achieve spontaneous ventilation and oxygenation.",,,
S051,T6_unmatched_old,6.9,eye & dental injuries adult & pediatric/protocol/o.•#3,Eye & Dental Injuries – Adult & Pediatric,protocol,o.•,"Document transfusion start time and volume infused on PCR and other documents as required PEARL: Time is of the essence for maximal benefit.  Transfusion should be started as soon as practical and without unnecessary delay to transport. Routine Patient Care. Manually stabilize the injury. Control bleeding with pressure, wound packing and/or tourniquet, see Tourniquet Procedure 6.17. Consider hemostatic dressing for severe hemorrhage. Remove obvious debris, irrigate open wounds with saline solution, and cover with moist sterile dressing. Assess Circulation-Sensory-Motor distal to injury before and frequently after immobilization.",1.0,NONE,,,,
S052,T6_unmatched_old,6.9,adult/protocol/o.•#21,Adult,protocol,o.•,Capnography may be helpful for monitoring respiratory status and titrating to lowest effective naloxone dose. See Quantitive Waveform Capnography Procedure 5.7.,1.0,NONE,,,,
S053,T6_unmatched_old,6.9,adult/protocol/o.•#37,Adult,protocol,o.•,"For sodium channel blocker toxicity (e.g. Tricyclic, Benadryl or Cocaine) with symtomatic dysrhythmia (e.g. tachycardia and wide QRS) administer:",1.0,NONE,,,,
S054,T6_unmatched_old,6.9,septic shock pediatric/protocol/o#7,Septic Shock – Pediatric,protocol,o,Mottled cool extremities,1.0,NONE,,,,
S055,T6_unmatched_old,6.9,eye & dental injuries adult & pediatric/protocol/o.•,Eye & Dental Injuries – Adult & Pediatric,protocol,o.•,Notify receiving facility as soon as possible that LTO-WB has/is being transfused,1.0,NONE,,,,
S056,T6_unmatched_old,6.9,do not resuscitate dnr orders/protocol/1.o#2,Do Not Resuscitate (DNR) Orders,protocol,1.o,"Ventricular fibrillation,",1.0,NONE,,,,
S057,T6_unmatched_old,6.9,hazardous material exposure/protocol/o#4,Hazardous Material Exposure,protocol,o,"Activate the HazMat Response/Incident Command System. Hospital Notification Receiving hospitals should be notified as soon as it is determined you have contaminated patient(s) to ensure the facility is capable and prepared to receive a potentially contaminated patient. Communication with the hospital should include such information as covered under the documentation and treatment section. Patient Decontamination Only properly trained and protected personnel should conduct patient decontamination. The decontamination system is established by the appropriately trained fire department/HazMat Team. EMS personnel will work cooperatively with them during the decontamination process. Patient decontamination is necessary to minimize injury due to exposure, as well as to mitigate risk of secondary exposure. MAY NOT BE altered or modified without prior approval. HAZARDOUS MATERIALS EXPOSURE Mass Decontamination (Large-scale Multiple/Mass Casualty) involves the effective dilution of a chemical or hazardous substance utilizing large quantities of water. This process should be supervised by the appropriately trained local fire department or HazMat Team. This process is necessary due to the involvement of an overwhelming number of patients, the severity of symptoms, and where technical or fine decontamination cannot be utilized due to time and personnel. Technical Decontamination Technical Decontamination involves a multi-step process, supervised by the appropriately trained fire department or HazMat Team. This decontamination process is dependent on the type of chemical hazard present, and may require different methods such as:",1.0,NONE,,,,
S058,T6_unmatched_old,6.9,poisoning/overdose/substance use disorder adult/protocol/o,Poisoning/Overdose/Substance Use Disorder – Adult,protocol,o,"Apply high flow oxygen via NRB, OR",1.0,NONE,,,,
S059,T6_unmatched_old,6.9,asthma/bronchiolitis/croup pediatric/protocol/o.•#9,Asthma/Bronchiolitis/Croup – Pediatric,protocol,o.•,"Transport the patient in an upright position and limit your assessment and interventions Please see Appendix 4 for 2.5A UPDATES RELATING TO COVID-19 Child with a ""silent chest"" may have severe bronchospasm with impending respiratory failure. PEARLS: For suspected Epiglottitis: Bronchiolitis:",1.0,NONE,,,,
S060,T6_unmatched_old,6.9,adult/protocol/o#20,Adult,protocol,o,"Sodium bicarbonate 2 mEq/kg IV/IO. MAY NOT BE altered or modified without prior approval. Signs & Symptoms, which may or may not be present:",1.0,NONE,,,,
