sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S068,T2_id_text_changed,14.8333,pre-eclampsia and eclampsia/treatment and interventions/1.e,Pre-eclampsia and Eclampsia,treatment and interventions,1.e,Another severe or painful distracting injury is present f. Torticollis in children,1.0,pre-eclampsia and eclampsia/treatment and interventions/1.e,Another severe or painful distracting injury is present,,,
S069,T2_id_text_changed,14.8333,delirium with hyperagitation/paramedic/2#3,Delirium with HyperAgitation,paramedic,2,"We have a XX year-old (< 2 years, please give months) male/female s/p {brief mechanism explanation}. Broselow color is XXX.",1.0,delirium with hyperagitation/paramedic/2#3,"With patient’s permission, explain to family/friends on scene.",,,
S070,T2_id_text_changed,14.8333,drug ingestion/paramedic stop/d,Drug Ingestion,paramedic stop,d,"LORazepam (peds 0.1 mg/kg IV/IO, max single dose 4 mg, may repeat in 5 minutes if seizure activity continues; not to exceed 0.2 mg/kg total (maximum of 8 mg). If seizure persists for 4 minutes repeat medication once.  Contact Medical Control to consider Ketamine.",1.0,drug ingestion/paramedic stop/d,"LORazepam (peds 0.1 mg/kg IV/IO, max single dose 4 mg, may repeat in 5 minutes if seizure activity continues; not to exceed 0.2 mg/kg total (maximum of 8 mg). If seizure persists for 4 minutes repeat medication once.  Contact Medical Control to consider Ketamine. [Type here]",,,
S071,T2_id_text_changed,14.8333,delirium with hyperagitation/procedure/19,Delirium with HyperAgitation,procedure,19,Continue holding the needle stabilizer in place and pull up the stylet (twisting may be necessary).,1.0,delirium with hyperagitation/procedure/19,Continue holding the needle stabilizer in place and pull up the stylet (twisting may be necessary). [Type here],,,
S072,T2_id_text_changed,14.8333,trauma - penetrating/notes/5,Trauma - Penetrating,notes,5,"Consider tourniquet use or hemorrhage control clamp. 6. Monitor, 12 lead EKG and transmission if applicable.",1.0,trauma - penetrating/notes/5,Consider tourniquet use or hemorrhage control clamp.,,,
S073,T2_id_text_changed,14.8333,pre-eclampsia and eclampsia/treatment and interventions/4,Pre-eclampsia and Eclampsia,treatment and interventions,4,"Apply cervical collar; patients who are unable to tolerate cervical collar may benefit from soft collars, pillows, or other padding. BLS/ALS State of Tennessee Protocol Guidelines 2022-23",1.0,pre-eclampsia and eclampsia/treatment and interventions/4,"Apply cervical collar; patients who are unable to tolerate cervical collar may benefit from soft collars, pillows, or other padding. BLS/ALS State of Tennessee Protocol Guidelines 2024-2025",,,
S074,T2_id_text_changed,14.8333,delirium with hyperagitation/procedure/1.e,Delirium with HyperAgitation,procedure,1.e,Perform ACLS interventions as appropriate. f. Prepare for endotracheal intubation.,1.0,delirium with hyperagitation/procedure/1.e,Perform ACLS interventions as appropriate.,,,
S075,T3_renumbered,2.8,sop 108 torsades de pointes/treatment pathway/8.a,SOP # 108 Torsades de Pointes,treatment pathway,8.a,"If < 90 mmHg – unstable/symptomatic: i. Prepare for cardioversion at 50, then 100, then 200 joules, escalating as needed. (peds – 0.5-1 joule/kg in synchronized cardioversion). ii. Sedation as necessary. Diazepam (Valium) 2-5 mg IV (peds 0.1 mg/kg) OR Midazolam (Versed) 2-5 mg IV (peds 0.1 mg/kg) or Ketamine and/or Pain Medications per the pain management protocol. iii. Magnesium Sulfate 1 – 2 g IVP over 2 min",1.0,sop 108 torsades de pointes/treatment pathway/7.a,"If < 90 mmHg – unstable/symptomatic: i. Prepare for cardioversion at 50, then 100, then 200 joules, escalating as needed. (peds – 0.5-1 joule/kg in synchronized cardioversion). ii. Sedation as necessary. Diazepam (Valium) 2-5 mg IV (peds 0.1 mg/kg) OR Midazolam (Versed) 2-5 mg IV (peds 0.1 mg/kg) or Ketamine and/or Pain Medications per the pain management protocol. iii. Magnesium Sulfate 1 – 2 g IVP over 2 min",,,
S076,T3_renumbered,2.8,post resuscitation/notes/9.a,Post Resuscitation,notes,9.a,If anti-arrhythmic is administered:,1.0,post resuscitation/notes/10.a,If anti-arrhythmic is administered:,,,
S077,T3_renumbered,2.8,anaphylactic shock/treatment pathway/11,Anaphylactic Shock,treatment pathway,11,"Methylprednisolone (Solu-Medrol) 62.5 mg (if small in stature, sensitive to steroids, on chronic steroid therapy) or 125 mg IVP (peds contact Medical Control).",1.0,anaphylactic shock/treatment pathway/12,"Methylprednisolone (Solu-Medrol) 62.5 mg (if small in stature, sensitive to steroids, on chronic steroid therapy) or 125 mg IVP (peds contact Medical Control).",,,
S078,T3_renumbered,2.8,ventricular tachycardia with a pulse/treatment pathway/10.b,Ventricular Tachycardia with a Pulse,treatment pathway,10.b,"If rhythm converts, monitor for changes, transport.  If rhythm does not convert, administer Amiodarone 150 mg over 10 minutes (maximum 3 150 mg doses) (peds three doses of 5 mg/kg).",1.0,ventricular tachycardia with a pulse/treatment pathway/11.b,"If rhythm converts, monitor for changes, transport.  If rhythm does not convert, administer Amiodarone 150 mg over 10 minutes (maximum 3 150 mg doses) (peds three doses of 5 mg/kg).",,,
S079,T3_renumbered,2.8,tension pneumothorax/hypotension/9,Tension Pneumothorax,hypotension,9,"IV NS/LR TKO. If systolic BP < 90 mmHg, IV NS/LR 20 cc/kg bolus (peds 20 cc/kg bolus). Target SBP is 90 – 110 mmHg in adult trauma patient.",1.0,tension pneumothorax/hypotension/8,"IV NS/LR TKO. If systolic BP < 90 mmHg, IV NS/LR 20 cc/kg bolus (peds 20 cc/kg bolus). Target SBP is 90 – 110 mmHg in adult trauma patient.",,,
S080,T3_renumbered,2.8,tension pneumothorax/hypotension/10,Tension Pneumothorax,hypotension,10,"If tension pneumothorax suspected, perform needle decompression.  Use 14 g 3.5” needle (peds may use smaller 18 g needle).",1.0,tension pneumothorax/hypotension/9,"If tension pneumothorax suspected, perform needle decompression.  Use 14 g 3.5” needle (peds may use smaller 18 g needle).",,,
S081,T3_renumbered,2.8,ventricular tachycardia with a pulse/treatment pathway/10.a,Ventricular Tachycardia with a Pulse,treatment pathway,10.a,"Have patient perform Valsalva Maneuver for 10 seconds and administer Amiodarone 150 mg (peds 5 mg/kg, may repeat up to a total of 15 mg/kg) over 10 minutes.",1.0,ventricular tachycardia with a pulse/treatment pathway/11.a,"Have patient perform Valsalva Maneuver for 10 seconds and administer Amiodarone 150 mg (peds 5 mg/kg, may repeat up to a total of 15 mg/kg) over 10 minutes.",,,
S082,T3_renumbered,2.8,medical complaint not specified under other protocols/treatment pathway/6#2,Medical Complaint Not Specified Under Other Protocols,treatment pathway,6,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",1.0,medical complaint not specified under other protocols/treatment pathway/7,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",,,
S083,T3_renumbered,2.8,unconscious / unresponsive / altered mental status/treatment pathway/10.a,Unconscious / Unresponsive / Altered Mental Status,treatment pathway,10.a,"If blood sugar is < 80 mg/dL and symptomatic, infuse 250cc bag D10 until patient responds. (peds 2 mL/kg D25 IV/IO; IV Infusion of 10% Dextrose in 250mL for Hypoglycemia Max dose 250mL. Titrate to patient’s response/condition. Not to exceed 25g (1g/10ml))",1.0,unconscious / unresponsive / altered mental status/treatment pathway/11.a,"If blood sugar is < 80 mg/dL and symptomatic, infuse 250cc bag D10 until patient responds. (peds 2 mL/kg D25 IV/IO; IV Infusion of 10% Dextrose in 250mL for Hypoglycemia Max dose 250mL. Titrate to patient’s response/condition. Not to exceed 25g (1g/10ml))",,,
S084,T3_renumbered,2.8,drowning/ near drowning/treatment pathway/7,Drowning/ Near Drowning,treatment pathway,7,"INT or IV NS TKO, if hypotensive give 20 cc/kg bolus of fluid (peds 20 cc/kg).",1.0,drowning/ near drowning/treatment pathway/8,"INT or IV NS TKO, if hypotensive give 20 cc/kg bolus of fluid (peds 20 cc/kg).",,,
S085,T5_moved,1.0,musculoskeletal trauma/treatment pathway/7#2,Musculoskeletal Trauma,treatment pathway,7,"Monitor, 12 lead EKG and Transmission if applicable",1.0,abdominal/gu pain non-traumatic / nausea and vomiting/treatment pathway/6,"Monitor, 12 lead EKG and transmission if applicable",,,
S086,T6_unmatched_old,1.0,agitated or combative patient/notes/6#2,Agitated or Combative Patient,notes,6,Sedation can be continued using Ketamine in the following dosages and routes of administration:,1.0,NONE,,,,
S087,T6_unmatched_old,1.0,unconscious / unresponsive / altered mental status/treatment pathway/9#2,Unconscious / Unresponsive / Altered Mental Status,treatment pathway,9,"Administer Naloxone (Narcan) 0.4 mg IV/IM/IN/IO titrated to adequate ventilation (peds 0.1 mg/kg IV, max single dose 2 gm).  If utilizing pre-filled delivery systems, dose per manufacturer’s instructions. May repeat dose, with the exception of synthetic opioids which may require larger doses of Naloxone.  Physically manage the airway if no response after 8mg of Narcan.",1.0,NONE,,,,
S088,T6_unmatched_old,1.0,agitated or combative patient/notes/6.a,Agitated or Combative Patient,notes,6.a,Ketamine 4 mg/kg IM,1.0,NONE,,,,
S089,T6_unmatched_old,1.0,sop 108 torsades de pointes/treatment pathway/9,SOP # 108 Torsades de Pointes,treatment pathway,9,Transport.,1.0,NONE,,,,
S090,T6_unmatched_old,1.0,agitated or combative patient/notes/6.b,Agitated or Combative Patient,notes,6.b,Ketamine 2 mg/kg IV,1.0,NONE,,,,
S091,T6_unmatched_old,1.0,behavioral health emergency/notes/9,Behavioral Health Emergency,notes,9,Medicate confused/combative patients as needed per Agitated Patient Protocol.,1.0,NONE,,,,
S092,T6_unmatched_old,1.0,hyperglycemia associated with diabetes/hypotension/6#2,Hyperglycemia Associated with Diabetes,hypotension,6,"IV NS TKO or INT. If BS >250 mg/dl, start 10-20cc/kg NS bolus if patient with signs of dehydration, vomiting, or DKA. (Peds 4 cc/kg/hr max 150cc/hr.  No Bolus).",1.0,NONE,,,,
