sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S043,T2_id_text_changed,21.8,restraints/protocol/4.•#6,Restraints,protocol,4.•,"For acute akathisia/dystonic reaction to Haloperidol or Droperidol, administer Diphenhydramine 25-50mg IV/IO/IM PARAMEDIC STANDING ORDERS - Pediatric (Patient <36kg/79 lbs or <145cm/57 in) For the pediatric patient with Extreme Agitation/Combativeness who is unresponsive to de-escalation techniques, consider:",1.0,restraints/protocol/4.•#6,"For acute akathisia/dystonic reaction to Haloperidol or Droperidol, administer Diphenhydramine 25-50 mg IV/IO/IM PARAMEDIC STANDING ORDERS - Pediatric (Patient <36kg/79 lbs or <145 cm/57 in) For the pediatric patient with Extreme Agitation/Combativeness who is unresponsive to de-escalation techniques, consider:",,,
S044,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#18,Appendix 1:   CT Adult Medication Reference,protocol,•,5-10 mg IV/IO (then 2.5 mg every 5 minutes to a total of 20 mg).,1.0,appendix 1 ct adult medication reference/protocol/•#18,Methadone use within 10days Poisoning/Overdose 2.20A,,,
S045,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#43,Appendix 1:   CT Adult Medication Reference,protocol,•,Extreme agitation/combativeness,1.0,appendix 1 ct adult medication reference/protocol/•#43,"25-50 mg IV/IO/IM/PO. Dystonia/Akathisia as it appears in Behavioral Emergencies, Nausea/Vomiting, Pain Management and Poisoning/Overdose/Substance Use Disorder protocols",,,
S046,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.3,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.3,Place the patient in upright position.,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.3,Place the patient in upright position.,,,
S047,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.8,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.8,9.,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.8,9.,,,
S048,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.13,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.13,"Monitor the patients SpO2, Capnography, ECG and Blood pressure.",1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.13,"Monitor the patients SpO2, Capnography, ECG and Blood pressure.",,,
S049,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.2,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.2,Explain the procedure to patient.  Be prepared to coach patient for claustrophobia or anxiety.,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.2,Explain the procedure to patient.  Be prepared to coach patient for claustrophobia or anxiety.,,,
S050,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.1,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.1,Ensure adequate oxygen supply for CPAP device.,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.1,Ensure adequate oxygen supply for CPAP device.,,,
S051,T3_renumbered,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.11,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.11,12.,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.11,12.,,,
S052,T4_reworded,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.4,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.4,Choose the appropriate sized mask for patient.,0.875,5 2 1 bilevel positive airway pressure - adult/protocol/•.4,5. Choose the appropriate sized mask for patient.,,,
S053,T4_reworded,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.5,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.5,6. Set the ventilator to the patient appropriate setting. (if equipped),0.9,5 2 1 bilevel positive airway pressure - adult/protocol/•.6,Set the ventilator to the patient appropriate setting. (if equipped),,,
S054,T6_unmatched_old,1.0,adult/protocol/•#47,Adult,protocol,•,Completes Cardiac Arrest Check List,1.0,NONE,,,,
S055,T6_unmatched_old,1.0,appendix 2 ct pediatric color coded medication reference/protocol/-#64,Appendix 2:   CT Pediatric Color Coded Medication Reference,protocol,-,Infusion 2 drops 66 mEq Proparacaine Sodium Bicarbonate Tetracaine 2 drops 2.0 mg 830 mg 1037.5 mg 41.5 mg 2.0 mg 2.0 mg 2 mg 2.1-10.4 micrograms/min 3.113 mg 4 mg 1037 mg 415 mg/hr 2 drops 41.5 mEq 2 drops 13.5 mg 2.7 mg 1080 mg 1350 mg 54 mg 2.7 mg 2.7 mg 2 mg 2.7-13.5 micrograms/min 4.0 mg 4 mg 1350 mg 540 mg/hr 2 drops 18 mg 3.3 mg 1320 mg 1650 mg 66 mg 3.6 mg 3.6 mg 2 mg 3.3-16.5 micrograms/min 4.0mg 4 mg 1650 mg 720 mg/hr 2.1-10.4 micrograms/min 2.7-13.5 micrograms/min 3.3-16.5 micrograms/min,1.0,NONE,,,,
S056,T6_unmatched_old,1.0,routine patient care/protocol/o#24,Routine Patient Care,protocol,o,"Consider obtaining a blood sample, per receiving hospital’s preference. NOTE: An IV/IO for the purposes of these protocols is a saline lock of protocols is a saline lock or line with normal saline or Lactated Ringers, unless otherwise specified in an individual protocol. Routes of medication administration when written as “IV” can also include “IO”.  All IV/IO medications administered as an infusion should be clearly labeled with the following elements:",1.0,NONE,,,,
S057,T6_unmatched_old,1.0,adult/protocol/•.o#12,Adult,protocol,•.o,Resuming compressions immediately after a shock is delivered.,1.0,NONE,,,,
S058,T6_unmatched_old,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.10,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.10,Set FiO2 to appropriate level to maintain an SpO2 of 94 - 99%. Recheck the mask for leaks and adjust as needed. If the patient deteriorates and meets one or more of the contraindications above then discontinue the use of bilevel ventilation.,1.0,NONE,,,,
S059,T6_unmatched_old,1.0,routine emr patient care/protocol/o#32,Routine EMR Patient Care,protocol,o,"Wound Care - see Musculoskeletal Injuries Protocol – Adult & Pediatric 4.4. Respiratory Reference Tables * Ventilation rates should be titrated to goal EtCO2, if available, or patient conditions (e.g. severe asthma, aspirin overdose, traumatic brain injury). MAY NOT BE altered or modified without prior approval. Pediatric Respiratory Failure Pediatric Respiratory Distress",1.0,NONE,,,,
S060,T6_unmatched_old,1.0,5 2 1 bilevel positive airway pressure - adult/protocol/•.o.7,5.2.1 Bilevel Positive Airway Pressure - Adult,protocol,•.o.7,"IPAP: Adjust as needed, minimum of 10cmH2O; not to exceed 20cmH2O. EPAP: Adjusted as needed, minimum of 5cmH2O; not to exceed 14 cmH2O. Pressure support to be no less than 5 cmH2O (Difference of IPAP-EPAP). Set back-up ventilatory rate of no less than 8 BPM. (if equipped).",1.0,NONE,,,,
