sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S029,T2_id_text_changed,3.1,buprenorphine for opioid withdrawal-adult/protocol/2#3,Buprenorphine for Opioid Withdrawal-Adult,protocol,2,"Provide leave‐behind naloxone Adapted from SAMHSA, “Buprenorphine Quick Start Guide”, https:// www.samhsa.gov/sites/default/files/quick‐start‐guide.pdf Protocol Continues Buprenorphine for Opioid Withdrawal - Adult Clinical Opiate Withdrawal Scale (COWS) Flow‐sheet for measuring symptoms for opiate withdrawals over a period of time. For each item, write in the number that best describes the patient’s signs or symptom. Rate on just the apparent relationship to opiate withdrawal. For example, if heart rate is increased because the patient was jogging just prior to assessment, the increase pulse rate would not add to the score. Note, this checklist is required to determine COWS score when assessing patient eligibility and post‐treatment Protocol Continues Patient’s Name: Date: Enter scores at time zero, 10min after first dose, as needed, etc. Times: Resting Pulse Rate:  (record beats per minute) Measured after patient is sitting or lying for one minute 0 pulse rate 80 or below 1 pulse rate 81‐100 2 pulse rate 101‐120 4 pulse rate greater than 120 Time Zero 10 mins  As needed  etc. Sweating: over past ½ hour not accounted for by room temperature or patient activity. 0 no report of chills or flushing 1 subjective report of chills or flushing 2 flushed or observable moistness on face 3 beads of sweat on brow or face 4 sweat streaming off face Restlessness Observation during assessment 0 able to sit still 1 reports difficulty sitting still, but is able to do so 3 frequent shifting or extraneous movements of legs/arms 5 Unable to sit still for more than a few seconds Pupil size 0 pupils pinned or normal size for room light 1 pupils possibly larger than normal for room light 2 pupils moderately dilated 5 pupils so dilated that only the rim of the iris is visible Bone or Joint aches If patient was having pain previously, only the additional component attributed to opiates withdrawal is scored 0 not present 1 mild diffuse discomfort 2 patient reports severe diffuse aching of joints/ muscles 4 patient is rubbing joints or muscles and is unable to sit still because of discomfort Buprenorphine for Opioid Withdrawal - Adult Adapted from  Wesson, D. R., & Ling, W. (2003). The Clinical Opiate Withdrawal Scale (COWS). J Psychoactive Drugs, 35(2), 253–9. chrome‐extension:// efaidnbmnnnibpcajpcglclefindmkaj/https://nida.nih.gov/sites/default/files/ ClinicalOpiateWithdrawalScale.pdf Score: 5‐12 = mild; 13‐24 = moderate; 25‐36 = moderately severe; more than 36 = severe withdrawal Runny nose or tearing Not accounted for by cold symptoms or allergies 0 not present 1 nasal stuffiness or unusually moist eyes 2 nose running or tearing 4 nose constantly running or tears streaming down cheeks GI Upset: over last ½ hour 0 no GI symptoms 1 stomach cramps 2 nausea or loose stool 3 vomiting or diarrhea 5 Multiple episodes of diarrhea or vomiting Tremor observation of outstretched hands 0 No tremor 1 tremor can be felt, but not observed 2 slight tremor observable 4 gross tremor or muscle twitching Yawning Observation during assessment 0 no yawning 1 yawning once or twice during assessment 2 yawning three or more times during assessment 4 yawning several times/minute Anxiety or Irritability 0 none 1 patient reports increasing irritability or anxiousness 2 patient obviously irritable anxious 4 patient so irritable or anxious that participation in the assessment is difficult Gooseflesh skin 0 skin is smooth 3 piloerection of skin can be felt or hairs standing up on arms 5 prominent piloerection Total scores with observer’s initials",1.0,buprenorphine for opioid withdrawal-adult/protocol/2#3,"Provide leave-behind naloxone Adapted from SAMHSA, “Buprenorphine Quick Start Guide”, https:// www.samhsa.gov/sites/default/files/quick-start-guide.pdf Buprenorphine for Opioid Withdrawal - Adult Clinical Opiate Withdrawal Scale (COWS) Flow-sheet for measuring symptoms for opiate withdrawals over a period of time. For each item, write in the number that best describes the patient’s signs or symptom. Rate on just the apparent relationship to opiate withdrawal. For example, if heart rate is increased because the patient was jogging just prior to assessment, the increase pulse rate would not add to the score. Note, this checklist is required to determine COWS score when assessing patient eligibility and post-treatment Patient’s Name: Date: Enter scores at time zero, 10min after first dose, as needed, etc. Times: Resting Pulse Rate: (record beats per minute) Measured after patient is sitting or lying for one minute 0 pulse rate 80 or below 1 pulse rate 81-100 2 pulse rate 101-120 4 pulse rate greater than 120 Time Zero 10 mins As needed etc. Sweating: over past ½ hour not accounted for by room temperature or patient activity. 0 no report of chills or flushing 1 subjective report of chills or flushing 2 flushed or observable moistness on face 3 beads of sweat on brow or face 4 sweat streaming off face Restlessness Observation during assessment 0 able to sit still 1 reports difficulty sitting still, but is able to do so 3 frequent shifting or extraneous movements of legs/arms 5 Unable to sit still for more than a few seconds Pupil size 0 pupils pinned or normal size for room light 1 pupils possibly larger than normal for room light 2 pupils moderately dilated 5 pupils so dilated that only the rim of the iris is visible Bone or Joint aches If patient was having pain previously, only the additional component attributed to opiates withdrawal is scored 0 not present 1 mild diffuse discomfort 2 patient reports severe diffuse aching of joints/ muscles 4 patient is rubbing joints or muscles and is unable to sit still because of discomfort Buprenorphine for Opioid Withdrawal - Adult Adapted from  Wesson, D. R., & Ling, W. (2003). The Clinical Opiate Withdrawal Scale (COWS). J Psychoactive Drugs, 35(2), 253–9. chrome-extension:// efaidnbmnnnibpcajpcglclefindmkaj/https://nida.nih.gov/sites/default/files/ ClinicalOpiateWithdrawalScale.pdf Score: 5-12 = mild; 13-24 = moderate; 25-36 = moderately severe; more than 36 = severe withdrawal Runny nose or tearing Not accounted for by cold symptoms or allergies 0 not present 1 nasal stuffiness or unusually moist eyes 2 nose running or tearing 4 nose constantly running or tears streaming down cheeks GI Upset: over last ½ hour 0 no GI symptoms 1 stomach cramps 2 nausea or loose stool 3 vomiting or diarrhea 5 Multiple episodes of diarrhea or vomiting Tremor observation of outstretched hands 0 No tremor 1 tremor can be felt, but not observed 2 slight tremor observable 4 gross tremor or muscle twitching Yawning Observation during assessment 0 no yawning 1 yawning once or twice during assessment 2 yawning three or more times during assessment 4 yawning several times/minute Anxiety or Irritability 0 none 1 patient reports increasing irritability or anxiousness 2 patient obviously irritable anxious 4 patient so irritable or anxious that participation in the assessment is difficult Gooseflesh skin 0 skin is smooth 3 piloerection of skin can be felt or hairs standing up on arms 5 prominent piloerection Total scores with observer’s initials",,,
S030,T2_id_text_changed,3.1,needle cricothyrotomy/protocol/10,Needle Cricothyrotomy,protocol,10,"Remove the syringe and withdraw the stylet while gently advancing the catheter downward into position, being careful not to perforate the posterior wall of the trachea. Needle Cricothyrotomy Protocol Continues P PARAMEDIC STANDING ORDERS (For Paramedics Only) Needle Cricothyrotomy",1.0,needle cricothyrotomy/protocol/10,"Remove the syringe and withdraw the stylet while gently advancing the catheter downward into position, being careful not to perforate the posterior wall of the trachea. Needle Cricothyrotomy P PARAMEDIC STANDING ORDERS (For Paramedics Only) Needle Cricothyrotomy",,,
S031,T2_id_text_changed,3.1,adrenal insufficiency - adult/pediatric/protocol/o,Adrenal Insufficiency  - Adult/Pediatric,protocol,o,"Nausea, vomiting, weakness, dizzy, abdominal pain, muscle pain, dehydration, hypotension, tachycardia, fever, mental status changes.  Additional Considerations:",1.0,adrenal insufficiency - adult/pediatric/protocol/o,"Nausea, vomiting, weakness, dizziness, abdominal pain, muscle pain, dehydration, hypotension, tachycardia, fever, mental status changes. • Additional Considerations:",,,
S032,T3_renumbered,1.0,home hemodialysis emergency disconnect/protocol/3,Home Hemodialysis Emergency Disconnect,protocol,3,"If you are trained to do so, and you have sterile caps or sterile syringes, or they are on or near the dialysis machine, then swab each disconnect end-connector with alcohol and attach the cap or syringe.",1.0,home hemodialysis emergency disconnect/protocol/•.3,"If you are trained to do so, and you have sterile caps or sterile syringes, or they are on or near the dialysis machine, then swab each disconnect end-connector with alcohol and attach the cap or syringe.",,,
S033,T3_renumbered,1.0,home hemodialysis emergency disconnect/protocol/2,Home Hemodialysis Emergency Disconnect,protocol,2,"Identify and close the 4 clamps on the tubing. If clamps are not on the tubing, use Kelly clamps or plastic clamps (which will usually be on or near the dialysis machine) to clamp off the 2 tubes both above and below the Luer lock disconnects. The disconnects are in the center of the pictures below. 2.20  Home Hemodialysis Emergency Disconnect A P E / / Procedure continues:",1.0,home hemodialysis emergency disconnect/protocol/•.2,"Identify and close the 4 clamps on the tubing. If clamps are not on the tubing, use Kelly clamps or plastic clamps (which will usually be on or near the dialysis machine) to clamp off the 2 tubes both above and below the Luer lock disconnects. The disconnects are in the center of the pictures below. 2.20  Home Hemodialysis Emergency Disconnect A P E / / Procedure continues:",,,
S034,T3_renumbered,1.0,home hemodialysis emergency disconnect/protocol/1,Home Hemodialysis Emergency Disconnect,protocol,1,Push the STOP button on the front of the machine and unplug the machine’s power cord.,1.0,home hemodialysis emergency disconnect/protocol/•.1,Push the STOP button on the front of the machine and unplug the machine’s power cord.,,,
S035,T3_renumbered,1.0,surgical cricothyrotomy/protocol/5.2.2.,Surgical Cricothyrotomy,protocol,5.2.2.,Review of Standard BVM technique .,1.0,surgical cricothyrotomy/protocol/2.2.2.,Review of Standard BVM technique .,,,
S036,T3_renumbered,1.0,surgical cricothyrotomy/protocol/5.2.3.,Surgical Cricothyrotomy,protocol,5.2.3.,Review of standard direct laryngoscopy intubation technique,1.0,surgical cricothyrotomy/protocol/2.2.3.,Review of standard direct laryngoscopy intubation technique,,,
S037,T3_renumbered,1.0,surgical cricothyrotomy/protocol/5.2.4.,Surgical Cricothyrotomy,protocol,5.2.4.,Animal tracheas or equivalent used for skill development,1.0,surgical cricothyrotomy/protocol/2.2.4.,Animal tracheas or equivalent used for skill development,,,
S038,T3_renumbered,1.0,surgical cricothyrotomy/protocol/5.2.1.,Surgical Cricothyrotomy,protocol,5.2.1.,Review of necessary equipment,1.0,surgical cricothyrotomy/protocol/2.2.1.,Review of necessary equipment,,,
S039,T4_reworded,1.0,surgical cricothyrotomy/protocol/5.2.5.,Surgical Cricothyrotomy,protocol,5.2.5.,Use of case based scenarios 3. Simulation Participation for difficult airway and surgical cricothyrotomy 3.1. Intubation technique 3.2. Airway equipment and backup equipment 3.3. Monitoring equipment,0.9565,surgical cricothyrotomy/protocol/2.2.5.,Use of case based scenarios 3. Simulation Participation for the difficult airway and surgical cricothyrotomy 3.1. Intubation technique 3.2. Airway equipment and backup equipment 3.3. Monitoring equipment,,,
S040,T4_reworded,1.0,home hemodialysis emergency disconnect/protocol/4,Home Hemodialysis Emergency Disconnect,protocol,4,"You will now have two needle-tubing pieces still inserted into the patient’s fistula.  GENTLY tape the tubing to the patient’s arm, then LOOSELY wrap gauze around the arm.  DO NOT apply a pressure dressing. If you accidentally pull a needle out of the fistula you will have to apply firm manual pressure (again, NOT a pressure dressing) to that bleeding point for 20 minutes. Call for additional personnel if needed. EMT/ADVANCED EMT/PARAMEDIC STANDING ORDERS SECTION 3: CARDIAC EMERGENCIES Statewide Treatment Protocols Version 2025.1",0.9194,home hemodialysis emergency disconnect/protocol/•.4,"You will now have two needle-tubing pieces still inserted into the patient’s fistula.  GENTLY tape the tubing to the patient’s arm, then LOOSELY wrap gauze around the arm.  DO NOT apply a pressure dressing. If you accidentally pull a needle out of the fistula you will have to apply firm manual pressure (again, NOT a pressure dressing) to that bleeding point for 20 minutes. Call for additional personnel if needed. EMT/ADVANCED EMT/PARAMEDIC STANDING ORDERS SECTION 3: CARDIAC EMERGENCIES Version 2026.1",,,
S041,T5_moved,1.1,check and inject epinephrine by emt basic/protocol/4,Check and Inject Epinephrine by EMT Basic,protocol,4,EMT participants complete and pass a competency exam.,1.0,surgical cricothyrotomy/protocol/3,EMT participants complete and pass a competency exam.,,,
S042,T5_moved,1.1,tranexamic acid/protocol/1,Tranexamic Acid,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,withholding and cessation of resuscitation by paramedics/protocol/1,Affiliate Hospital Medical Director (AHMD) approval to participate.,,,
S043,T5_moved,1.1,tranexamic acid/protocol/2,Tranexamic Acid,protocol,2,Initial training and AHMD oversight.,1.0,glucagon for hypoglycemia by emt basic/protocol/2,Initial training and AHMD oversight.,,,
S044,T5_moved,1.1,check and inject epinephrine by emt basic/protocol/1,Check and Inject Epinephrine by EMT Basic,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,12 lead ecg acquisition and transmission by basic and/or aemts/protocol/1#2,Affiliate Hospital Medical Director (AHMD) approval to participate.,,,
S045,T5_moved,1.1,acetaminophen iv/protocol/2,Acetaminophen IV,protocol,2,Initial training and AHMD oversight.,1.0,ultrasound device use by paramedics/protocol/2,Initial training and AHMD oversight,,,
S046,T5_moved,1.1,surgical cricothyrotomy/protocol/2#2,Surgical Cricothyrotomy,protocol,2,Initial training and AHMD oversight.,1.0,oral antipsychotics/protocol/2,Initial training and AHMD oversight.,,,
S047,T5_moved,1.1,acetaminophen iv/protocol/1#2,Acetaminophen IV,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,oral antipsychotics/protocol/1,Affiliate Hospital Medical Director (AHMD) approval to participate.,,,
S048,T5_moved,1.1,check and inject epinephrine by emt basic/protocol/3,Check and Inject Epinephrine by EMT Basic,protocol,3,Initial training and AHMD oversight.,1.0,leave-behind naloxone/protocol/3,Initial training and AHMD oversight.,,,
S049,T5_moved,1.1,poisoning/overdose/toxicology adult & pediatric/protocol/2,Poisoning/Overdose/Toxicology – Adult & Pediatric,protocol,2,Initial training and AHMD oversight.,1.0,surgical cricothyrotomy/protocol/2#2,Initial training and AHMD oversight.,,,
S050,T5_moved,1.1,check and inject epinephrine by emt basic/protocol/5,Check and Inject Epinephrine by EMT Basic,protocol,5,100% standard tracking of cases with 100% CQI.,1.0,surgical cricothyrotomy/protocol/5,100% standard tracking of cases with 100% CQI.,,,
S051,T6_unmatched_old,3.1,bipap/cpap by emt basic and/or aemt/protocol/4,BiPAP/CPAP by EMT Basic and/or AEMT,protocol,4,Service required to perform 100% tracking of cases with 100% CQI. Bilevel Positive Airway Pressure (BiPAP)/Continuous Positive Airway Pressure (CPAP) by EMT Basic and/or Advanced EMT EMT/ADVANCED EMT STANDING ORDERS E,1.0,NONE,,,,
S052,T6_unmatched_old,3.1,acetaminophen iv/protocol/1,Acetaminophen IV,protocol,1,Acetaminophen is contraindicated in patients with liver failure. NOTE: Criteria for participation,1.0,NONE,,,,
S053,T6_unmatched_old,3.1,surgical cricothyrotomy/protocol/1#2,Surgical Cricothyrotomy,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,NONE,,,,
S054,T6_unmatched_old,3.1,withholding and cessation of resuscitation by paramedics/protocol/1,Withholding and Cessation of Resuscitation by Paramedics,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,NONE,,,,
S055,T6_unmatched_old,3.1,12 lead ecg acquisition and transmission by basic and/or aemts/protocol/1#2,12 Lead ECG Acquisition and Transmission by Basic and/or AEMTs,protocol,1,Affiliate Hospital Medical Director (AHMD) approval to participate.,1.0,NONE,,,,
S056,T6_unmatched_old,3.1,bipap/cpap by emt basic and/or aemt/protocol/7,BiPAP/CPAP by EMT Basic and/or AEMT,protocol,7,"Once patient more comfortable with mask, secure mask to face.",1.0,NONE,,,,
S057,T6_unmatched_old,3.1,surgical cricothyrotomy/protocol/3,Surgical Cricothyrotomy,protocol,3,EMT participants complete and pass a competency exam.,1.0,NONE,,,,
S058,T6_unmatched_old,3.1,leave-behind naloxone/protocol/3,Leave-Behind Naloxone,protocol,3,Initial training and AHMD oversight.,1.0,NONE,,,,
S059,T6_unmatched_old,3.1,ventricular assist devices vads/protocol/1#2,Ventricular Assist Devices (VADs),protocol,1,"The State EMS Medical Director shall have the discretion to implement immediate protocol changes when such action is deemed by the Department to be necessary for the protection of public health and safety. a. The State EMS Medical Director shall base such action on a thorough review of relevant literature, any applicable national and/or state standard(s) and, when feasible, consultation with EMS Regional Councils, the Medical Services subcommittee, and/or the EMCAB Executive subcommittee. b. When feasible, the State Medical Director shall convene an emergency meeting of the Medical Services subcommittee.  The Medical Services subcommittee shall recommend any change to the protocols, and refer its recommendation and all supporting documents relating to the proposed change to the EMCAB Executive subcommittee for action.  The EMCAB Executive subcommittee shall review the recommendation and make a final recommendation to DPH/OEMS. c. DPH/OEMS shall review such recommendation and take final action. It can also establish reasonable time frames for said implementation, particularly if a change requires training, and shall timely disseminate such a protocol change and any relevant implementation requirements. 2. DPH/OEMS shall always have the discretion to make changes to bring the Protocols into compliance with national standards of care. a. This shall be done, when feasible, in consultation with Regional EMS Councils, the Medical Services subcommittee, and/or EMCAB Executive subcommittee. b. OEMS shall establish reasonable time frames for said implementation, particularly if a change requires training, and shall timely disseminate such a protocol change and any relevant implementation requirements. SECTION 8: SPECIAL OPERATIONS PRINCIPLES Statewide Treatment Protocols Version 2025.1",1.0,NONE,,,,
S060,T6_unmatched_old,3.1,bipap/cpap by emt basic and/or aemt/protocol/2#2,BiPAP/CPAP by EMT Basic and/or AEMT,protocol,2,Confirm that patient fits inclusion criteria.,1.0,NONE,,,,
